state,district,dem_cand,rep_cand,inc_seat,unopp,part_base,pr_dem,dem_mean,dem_q10,dem_q25,dem_q75,dem_q90
AZ,6,K. ENGEL,J. CISCOMANI,open,0,0.47674,0.1971,0.4581,0.39438,0.42421,0.49109,0.52154
AZ,7,R. GRIJALVA,L. POZZOLO,dem,0,0.64282,0.98973,0.60318,0.54993,0.5765,0.63014,0.6543
AZ,8,NA,D. LESKO,gop,1,0.40849,0,NA,NA,NA,NA,NA
AZ,9,NA,P. GOSAR,gop,1,0.3499,0,NA,NA,NA,NA,NA
CA,1,M. STEINER,D. LAMALFA,gop,0,0.38242,0.01138,0.38428,0.32707,0.35243,0.4143,0.44353
CA,2,J. HUFFMAN,D. BROWER,dem,0,0.73652,0.99955,0.74236,0.6993,0.72108,0.7659,0.78442
CA,3,K. JONES,K. KILEY,open,0,0.46667,0.14911,0.44823,0.38615,0.41465,0.48104,0.51257
CA,4,M. THOMPSON,M. BROCK,dem,0,0.66634,0.99955,0.67587,0.62766,0.65315,0.70091,0.722
CA,5,M. BARKLEY,T. MCCLINTOCK,gop,0,0.41613,0.03884,0.41523,0.35744,0.38443,0.44539,0.47517
CA,6,A. BERA,T. HAMILTON,dem,0,0.57401,0.93147,0.55729,0.50856,0.53242,0.58293,0.60465
CA,7,D. MATSUI,M. SEMENENKO,dem,0,0.66991,0.99978,0.68851,0.64077,0.66447,0.71409,0.73455
CA,8,J. GARAMENDI,R. RECILE,dem,0,0.75994,0.99978,0.75089,0.71027,0.73075,0.77266,0.79061
CA,9,J. HARDER,T. PATTI,dem,0,0.54001,0.92388,0.56188,0.50714,0.53278,0.5904,0.61628
CA,10,M. DESAULNIER,NA,dem,1,0.68171,1,NA,NA,NA,NA,NA
CA,11,N. PELOSI,J. DENNIS,dem,0,0.87059,1,0.85046,0.82398,0.83796,0.86484,0.87568
CA,12,B. LEE,S. SLAUSON,dem,0,0.90472,1,0.89711,0.87242,0.88626,0.91028,0.92002
CA,13,A. GRAY,J. DUARTE,open,0,0.53142,0.60692,0.51309,0.45021,0.4795,0.54615,0.57646
CA,14,E. SWALWELL,A. HAYDEN,dem,0,0.71355,1,0.69386,0.65322,0.67432,0.71463,0.73303
CA,15,NA,NA,open,1,0.777,1,NA,NA,NA,NA,NA
CA,16,NA,NA,dem,1,0.75503,1,NA,NA,NA,NA,NA
CA,17,R. KHANNA,R. TANDON,dem,0,0.72477,1,0.70179,0.66142,0.6822,0.72309,0.74107
CA,18,Z. LOFGREN,PETER HERNANDEZ,dem,0,0.70375,1,0.69035,0.64236,0.66591,0.71483,0.73771
CA,19,J. PANETTA,J. GORMAN,dem,0,0.68625,0.99978,0.69935,0.65525,0.67797,0.72219,0.73998
CA,20,M. WOOD,K. MCCARTHY,gop,0,0.35294,0.00045,0.32441,0.27129,0.29484,0.35116,0.38171
CA,21,J. COSTA,M. MAHER,dem,0,0.58008,0.8846,0.5498,0.49625,0.52172,0.57941,0.60351
CA,22,R. SALAS,D. VALADAO,gop,0,0.54169,0.16161,0.45589,0.3991,0.42508,0.48541,0.51285
CA,23,D. MARSHALL,J. OBERNOLTE,gop,0,0.42859,0.04062,0.41484,0.3556,0.3831,0.44446,0.47631
CA,24,S. CARBAJAL,B. ALLEN,dem,0,0.62631,0.98884,0.59646,0.5427,0.56817,0.62442,0.6504
CA,25,R. RUIZ,B. HAWKINS,dem,0,0.5524,0.96585,0.57884,0.52428,0.55114,0.60684,0.63145
CA,26,J. BROWNLEY,M. JACOBS,dem,0,0.58122,0.9221,0.56005,0.50682,0.53225,0.5879,0.61313
CA,27,C. SMITH,M. GARCIA,gop,0,0.54119,0.49643,0.49995,0.45069,0.47481,0.52495,0.5486
CA,28,J. CHU,W. HALLMAN,dem,0,0.6514,0.99955,0.65542,0.60506,0.63025,0.68229,0.70432
CA,29,NA,NA,dem,1,0.74392,1,NA,NA,NA,NA,NA
CA,30,NA,NA,dem,1,0.71845,1,NA,NA,NA,NA,NA
CA,31,G. NAPOLITANO,D. MARTINEZ,dem,0,0.63816,0.99397,0.61596,0.56287,0.58901,0.64414,0.66781
CA,32,B. SHERMAN,L. VOLOTZKY,dem,0,0.68975,1,0.68832,0.63847,0.6631,0.71481,0.73648
CA,33,P. AGUILAR,J. PORTER,dem,0,0.60816,0.98013,0.58783,0.53445,0.56085,0.61613,0.64005
CA,34,NA,NA,dem,1,0.81638,1,NA,NA,NA,NA,NA
CA,35,N. TORRES,M. CARGILE,dem,0,0.62181,0.99888,0.63439,0.58804,0.61229,0.65898,0.67908
CA,36,T. LIEU,J. COLLINS,dem,0,0.70705,0.99978,0.69032,0.64708,0.66812,0.71341,0.73286
CA,37,NA,NA,open,1,0.86354,1,NA,NA,NA,NA,NA
CA,38,L. SÁNCHEZ,E. CHING,dem,0,0.63327,0.99665,0.62675,0.56795,0.59688,0.6575,0.68355
CA,39,M. TAKANO,A. SMITH,dem,0,0.61039,0.99531,0.60386,0.55987,0.58101,0.62757,0.6476
CA,40,A. MAHMOOD,Y. KIM,gop,0,0.49027,0.1279,0.44478,0.38502,0.41183,0.47651,0.50677
CA,41,W. ROLLINS,K. CALVERT,gop,0,0.47489,0.19866,0.4622,0.40502,0.43153,0.49207,0.52079
CA,42,R. GARCIA,J. BRISCOE,open,0,0.71496,1,0.6825,0.63628,0.65953,0.70737,0.72741
CA,43,M. WATERS,O. NAVARRO,dem,0,0.81243,0.99978,0.76153,0.72662,0.74521,0.78005,0.79614
CA,44,N. BARRAGÁN,P. JONES,dem,0,0.73012,1,0.72555,0.675,0.70081,0.75224,0.77423
CA,45,J. CHEN,M. STEEL,gop,0,0.50803,0.31049,0.47858,0.42224,0.44911,0.50776,0.53501
CA,46,L. CORREA,C. GONZALES,dem,0,0.63339,0.99777,0.63219,0.57745,0.60443,0.66093,0.68424
CA,47,K. PORTER,S. BAUGH,dem,0,0.53265,0.75313,0.52892,0.47248,0.50048,0.55809,0.58606
CA,48,S. HOULAHAN,D. ISSA,gop,0,0.4181,0.01629,0.39933,0.3448,0.36852,0.42861,0.45629
CA,49,M. LEVIN,B. MARYOTT,dem,0,0.53411,0.66295,0.51559,0.4663,0.49088,0.54049,0.56383
CA,50,S. PETERS,C. GUSTAFSON,dem,0,0.65252,0.99754,0.63715,0.58565,0.61203,0.66431,0.68683
CA,51,S. JACOBS,S. CAPLAN,dem,0,0.61816,0.98906,0.61152,0.55229,0.58125,0.64206,0.6687
CA,52,J. VARGAS,T. GEFFENEY,dem,0,0.66893,0.99911,0.66548,0.61465,0.64054,0.69227,0.71245
CO,1,D. DEGETTE,J. QUALTERI,dem,0,0.7994,1,0.78221,0.7442,0.76384,0.80283,0.81775
CO,2,J. NEGUSE,M. DAWSON,dem,0,0.68675,0.99933,0.66778,0.619,0.64241,0.69377,0.71519
CO,3,A. FRISCH,L. BOEBERT,gop,0,0.43508,0.02857,0.40438,0.3436,0.3726,0.43507,0.46666
CO,4,I. MCCORKLE,K. BUCK,gop,0,0.38326,0.00022,0.33897,0.29223,0.31323,0.36439,0.3873
CO,5,D. TORRES,D. LAMBORN,gop,0,0.42539,0.03013,0.4083,0.35037,0.37673,0.43795,0.46673
CO,6,J. CROW,S. MONAHAN,dem,0,0.60113,0.98259,0.59198,0.53821,0.56428,0.61975,0.64512
CO,7,B. PETTERSEN,E. AADLAND,open,0,0.55072,0.75335,0.53435,0.4704,0.50048,0.56806,0.59931
CO,8,Y. CARAVEO,B. KIRKMEYER,open,0,0.49999,0.37254,0.48405,0.4217,0.45025,0.51661,0.54775
CT,1,J. LARSON,L. LAZOR,dem,0,0.62132,0.99665,0.6201,0.56831,0.59418,0.64713,0.67144
CT,2,J. COURTNEY,M. FRANCE,dem,0,0.5365,0.98638,0.60007,0.54682,0.57392,0.62816,0.65186
CT,3,R. DELAURO,L. DENARDIS,dem,0,0.58011,0.99241,0.61124,0.5568,0.58363,0.63961,0.66388
CT,4,J. HIMES,J. STEVENSON,dem,0,0.63517,0.99286,0.60884,0.55489,0.58285,0.63624,0.65893
CT,5,J. HAYES,G. LOGAN,dem,0,0.53191,0.78259,0.53472,0.4785,0.50462,0.56411,0.59129
DE,1,L. ROCHESTER,L. MURPHY,dem,0,0.57424,0.99129,0.58984,0.5437,0.56579,0.61392,0.63525
FL,1,R. JONES,M. GAETZ,gop,0,0.31442,0.00067,0.32584,0.27063,0.29504,0.35463,0.38334
FL,2,A. LAWSON,N. DUNN,gop,0,0.42448,0.01562,0.41377,0.364,0.38729,0.44,0.46488
FL,3,D. HAWK,K. CAMMACK,gop,0,0.4067,0.02054,0.39774,0.33941,0.36589,0.42811,0.45832
FL,4,L. HOLLOWAY,A. BEAN,open,0,0.44381,0.11295,0.4393,0.37483,0.40572,0.4731,0.50409
FL,5,NA,NA,open,0,0.39816,0.00379,0.39528,0.34975,0.37024,0.41969,0.4417
FL,6,NA,M. WALTZ,gop,1,0.35796,0,NA,NA,NA,NA,NA
FL,7,K. GREEN,C. MILLS,open,0,0.45163,0.10781,0.43734,0.37471,0.40322,0.47031,0.50234
FL,8,J. TERRY,B. POSEY,gop,0,0.38903,0.00335,0.36625,0.31004,0.33545,0.3955,0.42301
FL,9,D. SOTO,S. MOORE,dem,0,0.566,0.96138,0.57452,0.5198,0.54596,0.60347,0.6288
FL,10,M. FROST,C. WIMBISH,open,0,0.6418,0.99687,0.64022,0.58207,0.61105,0.67102,0.69729
FL,11,S. MUNNS,D. WEBSTER,gop,0,0.42204,0.02567,0.40649,0.35018,0.37521,0.43612,0.46382
FL,12,K. WALKER,G. BILIRAKIS,gop,0,0.33526,0,0.29658,0.2506,0.27184,0.32061,0.34287
FL,13,E. LYNN,A. LUNA,open,0,0.44328,0.08929,0.43597,0.37666,0.40379,0.46764,0.4971
FL,14,K. CASTOR,J. JUDGE,dem,0,0.57406,0.95737,0.57815,0.52253,0.55035,0.60755,0.63232
FL,15,A. COHN,L. LEE,open,0,0.46376,0.13214,0.44936,0.39241,0.41791,0.47995,0.50765
FL,16,J. SCHNEIDER,V. BUCHANAN,gop,0,0.43265,0.01786,0.41391,0.36456,0.38724,0.43988,0.46247
FL,17,A. KALE,G. STEUBE,gop,0,0.39801,0.00826,0.38084,0.32066,0.34893,0.41127,0.44218
FL,18,NA,S. FRANKLIN,gop,1,0.36384,0,NA,NA,NA,NA,NA
FL,19,C. BANYAI,B. DONALDS,gop,0,0.37187,0.00089,0.35265,0.30521,0.32612,0.37768,0.4026
FL,20,S. MCCORMICK,D. CLARK,dem,0,0.74376,1,0.75009,0.70366,0.72656,0.77523,0.79568
FL,21,C. ROBINSON,B. MAST,gop,0,0.42997,0.03772,0.41502,0.35838,0.38383,0.44427,0.47362
FL,22,L. FRANKEL,D. FRANZESE,dem,0,0.5669,0.96116,0.57622,0.52161,0.54791,0.60522,0.62931
FL,23,J. MOSKOWITZ,J. BUDD,open,0,0.54424,0.80937,0.54108,0.47922,0.50973,0.5733,0.60252
FL,24,F. WILSON,J. NAVARRO,dem,0,0.72816,1,0.75197,0.71024,0.73203,0.77412,0.79072
FL,25,D. SCHULTZ,C. SPALDING,dem,0,0.58067,0.97612,0.57377,0.52661,0.55006,0.59849,0.61986
FL,26,C. OLIVO,M. BALART,gop,0,0.38498,0.00022,0.32261,0.26785,0.29276,0.35118,0.37966
FL,27,A. TADDEO,M. SALAZAR,gop,0,0.47647,0.11116,0.44109,0.38071,0.40816,0.4734,0.5033
FL,28,R. ASENCIO,C. GIMENEZ,gop,0,0.44541,0.07857,0.42995,0.3688,0.39699,0.46097,0.49197
GA,1,W. HERRING,E. CARTER,gop,0,0.41086,0.01875,0.39816,0.33941,0.36545,0.42819,0.45736
GA,2,S. BISHOP,C. WEST,dem,0,0.51305,0.73616,0.52625,0.47217,0.49821,0.55456,0.58091
GA,3,V. ALMONORD,D. FERGUSON,gop,0,0.37484,0.00067,0.35665,0.30948,0.33058,0.38114,0.40581
GA,4,H. JOHNSON,J. CHAVEZ,dem,0,0.76444,1,0.75526,0.71434,0.73602,0.77648,0.79437
GA,5,N. WILLIAMS,C. ZIMM,dem,0,0.85337,1,0.85212,0.82079,0.83719,0.86881,0.88101
GA,6,B. CHRISTIAN,R. MCCORMICK,open,0,0.44626,0.07254,0.42838,0.36797,0.39495,0.46065,0.49094
GA,7,L. MCBATH,M. GONSALVES,dem,0,0.60255,0.98906,0.60416,0.54776,0.57574,0.63294,0.6585
GA,8,D. BUTLER,A. SCOTT,gop,0,0.34211,0.00067,0.33457,0.2781,0.30344,0.36322,0.39435
GA,9,M. FORD,A. CLYDE,gop,0,0.2619,0,0.24529,0.19603,0.21709,0.27037,0.29769
GA,10,T. GREEN,M. COLLINS,open,0,0.34425,0.00089,0.3294,0.27386,0.29922,0.35867,0.38626
GA,11,A. DAZA,B. LOUDERMILK,gop,0,0.41416,0.01786,0.3991,0.34141,0.36822,0.42934,0.45694
GA,12,L. JOHNSON,R. ALLEN,gop,0,0.42457,0.00938,0.40796,0.35828,0.3823,0.43358,0.45837
GA,13,D. SCOTT,C. GONZALES,dem,0,0.77497,1,0.77996,0.74149,0.76155,0.79982,0.81552
GA,14,M. FLOWERS,M. GREENE,gop,0,0.23793,0,0.22854,0.18057,0.20092,0.25389,0.27869
HI,1,E. CASE,C. KRESS,dem,0,0.62748,1,0.68135,0.63014,0.65655,0.70808,0.73097
HI,2,J. TOKUDA,J. AKANA,open,0,0.63125,0.99844,0.64117,0.5862,0.61295,0.67067,0.6947
IA,1,C. BOHANNAN,M. MEEKS,gop,0,0.46266,0.12232,0.44564,0.38772,0.41334,0.47647,0.50513
IA,2,L. MATHIS,A. HINSON,gop,0,0.455,0.07232,0.42842,0.36605,0.39401,0.46105,0.49082
IA,3,C. AXNE,Z. NUNN,dem,0,0.47558,0.35893,0.48313,0.42461,0.45325,0.51318,0.5416
IA,4,R. MELTON,R. FEENSTRA,gop,0,0.34678,0.00089,0.32096,0.26613,0.29044,0.34931,0.37836
ID,1,K. PETERSON,R. FULCHER,gop,0,0.28498,0,0.26934,0.21873,0.24093,0.29435,0.32254
ID,2,W. NORMAN,M. SIMPSON,gop,0,0.36007,0.00179,0.34292,0.28762,0.31245,0.37238,0.39881
IL,1,J. JACKSON,E. CARLSON,open,0,0.695,0.99866,0.64737,0.59048,0.61862,0.67683,0.70282
IL,2,R. KELLY,T. LYNCH,dem,0,0.68651,0.99978,0.67683,0.62754,0.65264,0.70215,0.72308
IL,3,D. RAMIREZ,J. BURAU,open,0,0.69168,0.99933,0.68258,0.62783,0.65491,0.71151,0.73586
IL,4,J. GARCIA,J. FALAKOS,dem,0,0.71915,1,0.72262,0.67639,0.69984,0.74723,0.76677
IL,5,M. QUIGLEY,T. HANSON,dem,0,0.68424,0.99978,0.6842,0.64691,0.6647,0.70392,0.72229
IL,6,S. CASTEN,K. PEKAU,dem,0,0.53356,0.74821,0.52877,0.47267,0.49979,0.55789,0.58506
IL,7,DANNY DAVIS,NA,dem,1,0.85988,1,NA,NA,NA,NA,NA
IL,8,R. KRISHNAMOORTHI,C. DARGIS,dem,0,0.55662,0.80513,0.53672,0.48128,0.50859,0.5656,0.5918
IL,9,J. SCHAKOWSKY,M. RICE,dem,0,0.6904,0.99978,0.66784,0.61851,0.64407,0.69324,0.71448
IL,10,B. SCHNEIDER,J. SEVERINO,dem,0,0.61034,0.96183,0.57579,0.52286,0.54764,0.60312,0.62946
IL,11,B. FOSTER,C. LAUF,dem,0,0.55619,0.79598,0.53619,0.48183,0.50669,0.56495,0.59056
IL,12,H. MARKEL,M. BOST,gop,0,0.26491,0.00045,0.2538,0.20425,0.22618,0.27843,0.30561
IL,13,N. BUDZINSKI,R. DEERING,open,0,0.53421,0.69107,0.52469,0.46168,0.49115,0.5577,0.58879
IL,14,L. UNDERWOOD,S. GRYDER,dem,0,0.53545,0.87679,0.55218,0.49384,0.52325,0.584,0.60761
IL,15,P. LANGE,M. MILLER,gop,0,0.28354,0.00022,0.27324,0.22029,0.24294,0.29988,0.32925
IL,16,E. HADERLEIN,D. LAHOOD,gop,0,0.36989,0,0.31435,0.26109,0.28422,0.34243,0.36901
IL,17,E. SORENSEN,E. KING,open,0,0.51597,0.47589,0.49724,0.43749,0.46453,0.52864,0.55769
IN,1,F. MRVAN,J. GREEN,dem,0,0.51986,0.77433,0.53379,0.47331,0.50363,0.56564,0.592
IN,2,P. STEURY,R. YAKYM,open,0,0.36359,0.00246,0.34956,0.28938,0.31589,0.38077,0.41108
IN,3,G. SNYDER,J. BANKS,gop,0,0.32688,0.00045,0.30334,0.251,0.27392,0.33084,0.35784
IN,4,R. DAY,J. BAIRD,gop,0,0.33044,0,0.31538,0.26115,0.28573,0.34335,0.37172
IN,5,J. LAKE,V. SPARTZ,gop,0,0.39706,0.00737,0.38567,0.33047,0.35594,0.41422,0.44073
IN,6,C. WIRTH,G. PENCE,gop,0,0.31719,0.00045,0.29897,0.24593,0.26965,0.32711,0.35448
IN,7,A. CARSON,A. GRABOVSKY,dem,0,0.69768,0.99978,0.66939,0.62139,0.64573,0.69455,0.71438
IN,8,R. MCCORMICK,L. BUCSHON,gop,0,0.31288,0.00089,0.31858,0.26359,0.28812,0.34657,0.37438
IN,9,M. FYFE,E. HOUCHIN,open,0,0.33975,0.00067,0.32462,0.26608,0.29251,0.35446,0.38526
KS,1,J. BEARD,T. MANN,gop,0,0.32827,0.00022,0.31414,0.25973,0.28322,0.34275,0.37196
KS,2,P. SCHMIDT,J. LATURNER,gop,0,0.39488,0.00938,0.38397,0.32617,0.35195,0.41398,0.44353
KS,3,S. DAVIDS,A. ADKINS,dem,0,0.49996,0.51518,0.50049,0.45255,0.47482,0.52533,0.54999
KS,4,BOB HERNANDEZ,R. ESTES,gop,0,0.36741,0.00201,0.35218,0.29686,0.32075,0.3802,0.40995
KY,1,J. AUSBROOKS,J. COMER,gop,0,0.264,0.00022,0.2713,0.22118,0.24209,0.29796,0.32615
KY,2,H. LINDERMAN,B. GUTHRIE,gop,0,0.29355,0,0.26785,0.225,0.2446,0.29009,0.31182
KY,3,M. MCGARVEY,S. RAY,open,0,0.59289,0.96875,0.5893,0.52909,0.55704,0.6209,0.65132
KY,4,M. LEHMAN,T. MASSIE,gop,0,0.31425,0.00067,0.31138,0.25853,0.28193,0.33857,0.36822
KY,5,C. HALBLEIB,H. ROGERS,gop,0,0.18313,0,0.16745,0.12842,0.14497,0.18742,0.20854
KY,6,G. YOUNG,A. BARR,gop,0,0.42103,0.03817,0.41649,0.35915,0.38506,0.44673,0.47639
LA,1,K. DARLING,S. SCALISE,gop,0,0.28022,0.00022,0.24547,0.19754,0.21898,0.26961,0.29558
LA,2,T. CARTER,D. LUX,dem,0,0.75137,1,0.75825,0.71164,0.73506,0.78289,0.80272
LA,3,NA,NA,open,0,0.28932,0,0.28485,0.24189,0.26099,0.30718,0.32861
LA,4,NA,NA,open,0,0.35669,0.00022,0.35354,0.30802,0.32876,0.3771,0.40032
LA,5,NA,NA,open,0,0.32908,0.00045,0.32578,0.28131,0.30169,0.34807,0.37172
LA,6,NA,NA,open,0,0.30867,0.00022,0.30489,0.26148,0.28048,0.328,0.34943
MA,1,R. NEAL,D. MARTILLI,dem,0,0.58892,0.97121,0.58902,0.53068,0.55994,0.61853,0.64613
MA,2,J. MCGOVERN,J. PAQUETTE,dem,0,0.63675,0.99888,0.65034,0.59776,0.62434,0.67872,0.7
MA,3,L. TRAHAN,D. TRAN,dem,0,0.61696,0.99821,0.62422,0.57077,0.59702,0.65279,0.67678
MA,4,J. AUCHINCLOSS,NA,dem,1,0.6235,1,NA,NA,NA,NA,NA
MA,5,K. CLARK,C. COLARUSSO,dem,0,0.74309,1,0.74372,0.70675,0.72546,0.76346,0.77979
MA,6,S. MOULTON,R. MAY,dem,0,0.62082,0.99955,0.64758,0.59669,0.62175,0.67487,0.69642
MA,7,A. PRESSLEY,D. PALMER,dem,0,0.85743,1,0.86184,0.82959,0.84679,0.87913,0.89307
MA,8,S. LYNCH,R. BURKE,dem,0,0.66034,1,0.71533,0.66738,0.69201,0.74089,0.76072
MA,9,B. KEATING,J. BROWN,dem,0,0.57076,0.96496,0.58121,0.52559,0.55204,0.61069,0.63603
MD,1,H. MIZEUR,A. HARRIS,gop,0,0.40383,0.0058,0.3809,0.3248,0.35043,0.4099,0.43775
MD,2,D. RUPPERSBERGER,N. AMBROSE,dem,0,0.58545,0.97656,0.58821,0.5343,0.56051,0.61764,0.64064
MD,3,J. SARBANES,Y. MORGAN,dem,0,0.6086,0.99464,0.61244,0.55954,0.5855,0.64035,0.66504
MD,4,G. GLENNEY,J. WARNER,open,0,0.90479,1,0.90612,0.88039,0.89446,0.91977,0.92971
MD,5,S. HOYER,C. PALOMBI,dem,0,0.66333,0.99978,0.65976,0.61761,0.63851,0.68137,0.70079
MD,6,D. TRONE,N. PARROTT,dem,0,0.5281,0.69665,0.51939,0.47146,0.49397,0.545,0.56705
MD,7,K. MFUME,S. COLLIER,dem,0,0.80741,1,0.7893,0.74554,0.76867,0.81234,0.83128
MD,8,J. RASKIN,G. COLL,dem,0,0.8043,1,0.79116,0.75878,0.77561,0.80772,0.8219
ME,1,C. PINGREE,E. THELANDER,dem,0,0.59535,0.99241,0.60622,0.55201,0.57892,0.63494,0.65916
ME,2,J. GOLDEN,B. POLIQUIN,dem,0,0.44602,0.37143,0.48603,0.43375,0.45854,0.51351,0.53684
MI,1,B. LORINSER,J. BERGMAN,gop,0,0.3777,0.0058,0.37148,0.31491,0.3395,0.40116,0.42977
MI,2,J. HILLIARD,J. MOOLENAAR,gop,0,0.3357,0,0.29815,0.25386,0.27518,0.32028,0.3428
MI,3,H. SCHOLTEN,J. GIBBS,open,0,0.52038,0.52545,0.50321,0.44541,0.47437,0.53305,0.56172
MI,4,J. ALFONSO,B. HUIZENGA,gop,0,0.45763,0.06964,0.43232,0.37486,0.40174,0.46209,0.4911
MI,5,B. GOLDBERG,T. WALBERG,gop,0,0.35595,0.00134,0.34499,0.2882,0.31464,0.37395,0.40342
MI,6,D. DINGELL,W. WILLIAMS,dem,0,0.61433,0.99844,0.63614,0.58465,0.60864,0.66444,0.68957
MI,7,E. SLOTKIN,T. BARRETT,dem,0,0.48243,0.45558,0.49472,0.43522,0.46366,0.52606,0.55258
MI,8,D. KILDEE,P. JUNGE,dem,0,0.48767,0.75781,0.52814,0.4757,0.50113,0.55571,0.57961
MI,9,B. JAYE,L. MCCLAIN,gop,0,0.32986,0.00022,0.31008,0.25342,0.27766,0.33969,0.37023
MI,10,C. MARLINGA,J. JAMES,open,0,0.47275,0.18795,0.45489,0.38986,0.42083,0.48936,0.52071
MI,11,H. STEVENS,M. AMBROSE,dem,0,0.5782,0.94933,0.57102,0.51503,0.54396,0.60042,0.62476
MI,12,R. TLAIB,S. ELLIOTT,dem,0,0.72773,1,0.73804,0.6937,0.7163,0.76218,0.78014
MI,13,S. THANEDAR,M. BIVINGS,open,0,0.73256,1,0.72344,0.67328,0.69831,0.75056,0.7723
MN,1,J. ETTINGER,B. FINSTAD,gop,0,0.43053,0.03728,0.40822,0.34518,0.37541,0.44005,0.47172
MN,2,A. CRAIG,T. KISTNER,dem,0,0.51421,0.44598,0.49476,0.44654,0.46956,0.51964,0.54245
MN,3,D. PHILLIPS,T. WEILER,dem,0,0.58492,0.96071,0.57679,0.52081,0.54891,0.60605,0.63144
MN,4,B. MCCOLLUM,M. XIONG,dem,0,0.67413,0.99955,0.66786,0.61891,0.64285,0.69378,0.71542
MN,5,I. OMAR,CICELY DAVIS,dem,0,0.80816,1,0.77685,0.73516,0.7564,0.79937,0.81743
MN,6,J. HENDRICKS,T. EMMER,gop,0,0.38827,0.00446,0.36762,0.31258,0.33674,0.39635,0.42497
MN,7,J. ABAHSAIN,M. FISCHBACH,gop,0,0.31104,0,0.28085,0.22731,0.25137,0.3079,0.33497
MN,8,J. SCHULTZ,P. STAUBER,gop,0,0.42007,0.02054,0.39806,0.3407,0.36545,0.42695,0.45724
MO,1,C. BUSH,A. JONES,dem,0,0.78119,1,0.78401,0.74356,0.76471,0.80534,0.82185
MO,2,T. GUNBY,A. WAGNER,gop,0,0.43822,0.02143,0.40627,0.34981,0.37549,0.43621,0.46382
MO,3,B. MANN,B. LUETKEMEYER,gop,0,0.34633,0.00045,0.32384,0.27116,0.29383,0.35118,0.37945
MO,4,J. TRUMAN,M. ALFORD,open,0,0.2788,0,0.26413,0.21165,0.23381,0.29181,0.32211
MO,5,E. CLEAVER,J. TURK,dem,0,0.6134,0.99643,0.59931,0.55608,0.57757,0.62194,0.64097
MO,6,H. MARTIN,S. GRAVES,gop,0,0.29249,0,0.24513,0.20342,0.22177,0.2662,0.289
MO,7,K. SHEAFER,E. BURLISON,open,0,0.27079,0,0.257,0.20395,0.22744,0.2836,0.31109
MO,8,R. MCCALLIAN,J. SMITH,gop,0,0.22371,0,0.21332,0.16782,0.18815,0.23556,0.26134
MS,1,D. BLACK,T. KELLY,gop,0,0.31917,0,0.29886,0.24715,0.26868,0.32629,0.3555
MS,2,B. THOMPSON,B. FLOWERS,dem,0,0.61074,0.99888,0.63345,0.59019,0.61107,0.65641,0.6763
MS,3,S. YOUNG,M. GUEST,gop,0,0.35562,0.00045,0.32573,0.27071,0.29488,0.35436,0.38412
MS,4,J. DUPREE,M. EZELL,open,0,0.28806,0.00022,0.28128,0.22646,0.24975,0.31036,0.34016
MT,1,M. TRANEL,R. ZINKE,open,0,0.44192,0.13839,0.44938,0.39109,0.41863,0.48003,0.50905
MT,2,P. RONNING,M. ROSENDALE,gop,0,0.34181,0.00022,0.31621,0.26099,0.28502,0.3448,0.37443
